Date,Point_1,Point_2,Point_3,Point_4,Point_5
6/21/1981,11.6982666,11.52633057,11.6982666,11.6982666,11.52633057
6/22/1981,11.6769043,11.50460205,11.6769043,11.6769043,11.50460205
6/23/1981,12.70903931,12.69710693,12.70903931,12.70903931,12.69710693
6/24/1981,11.79729614,11.64754639,11.79729614,11.79729614,11.64754639
6/25/1981,12.21950684,12.13686523,12.21950684,12.21950684,12.13686523
6/26/1981,12.38012085,12.32521973,12.38012085,12.38012085,12.32521973
6/27/1981,11.47414551,11.28035889,11.47414551,11.47414551,11.28035889
6/28/1981,11.77602539,11.63326416,11.77602539,11.77602539,11.63326416
6/29/1981,12.23180542,12.16234741,12.23180542,12.23180542,12.16234741
6/30/1981,11.89644775,11.7762085,11.89644775,11.89644775,11.7762085
7/1/1981,11.84554443,11.72039185,11.84554443,11.84554443,11.72039185
7/2/1981,11.61211548,11.4543396,11.61211548,11.61211548,11.4543396
7/3/1981,11.890802,11.77800903,11.890802,11.890802,11.77800903
7/4/1981,11.50539551,11.33605347,11.50539551,11.50539551,11.33605347
7/5/1981,11.35064087,11.15987549,11.35064087,11.35064087,11.15987549
7/6/1981,12.02285156,11.93883667,12.02285156,12.02285156,11.93883667
7/7/1981,11.6262146,11.48439941,11.6262146,11.6262146,11.48439941
7/8/1981,11.51223145,11.35378418,11.51223145,11.51223145,11.35378418
7/9/1981,11.63701782,11.5022522,11.63701782,11.63701782,11.5022522
7/10/1981,11.34508667,11.16723022,11.34508667,11.34508667,11.16723022
7/11/1981,11.70687256,11.58730469,11.70687256,11.70687256,11.58730469
7/12/1981,11.92159424,11.83812866,11.92159424,11.92159424,11.83812866
7/13/1981,11.74633179,11.63927612,11.74633179,11.74633179,11.63927612
7/14/1981,11.87197266,11.78676758,11.87197266,11.87197266,11.78676758
7/15/1981,12.62783203,12.6612793,12.62783203,12.62783203,12.6612793
7/16/1981,11.74419556,11.6456543,11.74419556,11.74419556,11.6456543
7/17/1981,11.65255127,11.54329834,11.65255127,11.65255127,11.54329834
7/18/1981,11.71566162,11.61712036,11.71566162,11.71566162,11.61712036
7/19/1981,12.27825317,12.27004395,12.27825317,12.27825317,12.27004395
7/20/1981,11.70946655,11.61687622,11.70946655,11.70946655,11.61687622
7/21/1981,11.60390625,11.49749146,11.60390625,11.60390625,11.49749146
7/22/1981,12.69286499,12.75802002,12.69286499,12.69286499,12.75802002
7/23/1981,11.9961792,11.95720825,11.9961792,11.9961792,11.95720825
7/24/1981,12.26009521,12.26381836,12.26009521,12.26009521,12.26381836
7/25/1981,11.69213257,11.61065063,11.69213257,11.69213257,11.61065063
7/26/1981,12.45641479,12.49639282,12.45641479,12.45641479,12.49639282
7/27/1981,11.98601685,11.95681152,11.98601685,11.98601685,11.95681152
7/28/1981,12.34780273,12.37590942,12.34780273,12.34780273,12.37590942
7/29/1981,12.80709229,12.90957031,12.80709229,12.80709229,12.90957031
7/30/1981,12.46950684,12.52330933,12.46950684,12.46950684,12.52330933
7/31/1981,12.21413574,12.23342285,12.21413574,12.21413574,12.23342285
8/1/1981,12.26598511,12.2947937,12.26598511,12.26598511,12.2947937
8/2/1981,12.09072266,12.09591064,12.09072266,12.09072266,12.09591064
8/3/1981,11.75310669,11.70961914,11.75310669,11.75310669,11.70961914
8/4/1981,11.91814575,11.90160522,11.91814575,11.91814575,11.90160522
8/5/1981,12.35283813,12.40688477,12.35283813,12.35283813,12.40688477
8/6/1981,11.90209351,11.88900146,11.90209351,11.90209351,11.88900146
8/7/1981,13.00527344,13.16643677,13.00527344,13.00527344,13.16643677
8/8/1981,12.38237915,12.44985352,12.38237915,12.38237915,12.44985352
8/9/1981,13.30407104,13.51729736,13.30407104,13.30407104,13.51729736
8/10/1981,12.25405273,12.30666504,12.25405273,12.25405273,12.30666504
8/11/1981,12.77098999,12.90831909,12.77098999,12.77098999,12.90831909
8/12/1981,13.15648804,13.35582886,13.15648804,13.15648804,13.35582886
8/13/1981,13.00176392,13.17870483,13.00176392,13.00176392,13.17870483
8/14/1981,12.34304199,12.42318115,12.34304199,12.34304199,12.42318115
8/15/1981,12.34569702,12.42775879,12.34569702,12.34569702,12.42775879
8/16/1981,12.52321777,12.63665161,12.52321777,12.52321777,12.63665161
8/17/1981,12.44634399,12.55132446,12.44634399,12.44634399,12.55132446
8/18/1981,12.19814453,12.26629028,12.19814453,12.19814453,12.26629028
8/19/1981,12.35598145,12.45244751,12.35598145,12.35598145,12.45244751
8/20/1981,11.57158813,11.54845581,11.57158813,11.57158813,11.54845581
8/21/1981,11.72942505,11.73461304,11.72942505,11.72942505,11.73461304
8/22/1981,11.75670776,11.76757202,11.75670776,11.75670776,11.76757202
8/23/1981,11.28490601,11.22786865,11.28490601,11.28490601,11.22786865
8/24/1981,11.8828064,11.91954956,11.8828064,11.8828064,11.91954956
8/25/1981,11.05681763,10.96999512,11.05681763,11.05681763,10.96999512
8/26/1981,11.73342285,11.75252686,11.73342285,11.73342285,11.75252686
8/27/1981,11.36577759,11.33110962,11.36577759,11.36577759,11.33110962
8/28/1981,11.32683716,11.29012451,11.32683716,11.32683716,11.29012451
8/29/1981,11.64925537,11.66381226,11.64925537,11.64925537,11.66381226
8/30/1981,11.18728027,11.13347778,11.18728027,11.18728027,11.13347778
8/31/1981,11.48018799,11.47310791,11.48018799,11.48018799,11.47310791
9/1/1981,11.87502441,11.93184814,11.87502441,11.87502441,11.93184814
9/2/1981,11.55077515,11.56148682,11.55077515,11.55077515,11.56148682
9/3/1981,11.94698486,12.02037964,11.94698486,11.94698486,12.02037964
9/4/1981,11.35796509,11.34337769,11.35796509,11.35796509,11.34337769
9/5/1981,11.0296875,10.96734009,11.0296875,11.0296875,10.96734009
9/6/1981,11.14464722,11.10158691,11.14464722,11.14464722,11.10158691
9/7/1981,11.76082764,11.81585083,11.76082764,11.76082764,11.81585083
9/8/1981,12.55901489,12.74025879,12.55901489,12.55901489,12.74025879
9/9/1981,11.6319519,11.67156372,11.6319519,11.6319519,11.67156372
9/10/1981,11.19054565,11.16396484,11.19054565,11.19054565,11.16396484
9/11/1981,11.5312439,11.5602356,11.5312439,11.5312439,11.5602356
9/12/1981,11.41585693,11.42852173,11.41585693,11.41585693,11.42852173
9/13/1981,11.49498901,11.52285156,11.49498901,11.49498901,11.52285156
9/14/1981,11.22081909,11.20931396,11.22081909,11.22081909,11.20931396
9/15/1981,11.79763184,11.87719116,11.79763184,11.79763184,11.87719116
9/16/1981,11.1559082,11.13787231,11.1559082,11.1559082,11.13787231
9/17/1981,11.40807495,11.4319397,11.40807495,11.40807495,11.4319397
9/18/1981,11.56676636,11.61712036,11.56676636,11.56676636,11.61712036
9/19/1981,11.62355957,11.68416748,11.62355957,11.62355957,11.68416748
9/20/1981,11.60109863,11.65926514,11.60109863,11.60109863,11.65926514
9/21/1981,12.05004272,12.18047485,12.05004272,12.05004272,12.18047485
9/22/1981,11.08223877,11.06524048,11.08223877,11.08223877,11.06524048
9/23/1981,11.79326782,11.88756714,11.79326782,11.79326782,11.88756714
9/24/1981,12.25203857,12.41915283,12.25203857,12.25203857,12.41915283
9/25/1981,12.33693848,12.5201355,12.33693848,12.33693848,12.5201355
9/26/1981,11.95678101,12.08080444,11.95678101,11.95678101,12.08080444
9/27/1981,11.94823608,12.07293091,11.94823608,11.94823608,12.07293091
9/28/1981,11.83144531,11.94109497,11.83144531,11.83144531,11.94109497
9/29/1981,12.03530273,12.17739258,12.03530273,12.03530273,12.17739258
9/30/1981,12.39214478,12.59084473,12.39214478,12.39214478,12.59084473
10/1/1981,12.37377319,12.57161865,12.37377319,12.37377319,12.57161865
10/2/1981,12.01186523,12.15487061,12.01186523,12.01186523,12.15487061
10/3/1981,12.16704712,12.33547363,12.16704712,12.16704712,12.33547363
10/4/1981,11.84453735,11.96416626,11.84453735,11.84453735,11.96416626
10/5/1981,11.91958008,12.05281982,11.91958008,11.91958008,12.05281982
10/6/1981,11.66732178,11.76210938,11.66732178,11.66732178,11.76210938
10/7/1981,11.86538086,11.99273071,11.86538086,11.86538086,11.99273071
10/8/1981,12.06920776,12.22902832,12.06920776,12.06920776,12.22902832
10/9/1981,11.87020264,12.00078735,11.87020264,11.87020264,12.00078735
10/10/1981,11.52800903,11.6067749,11.52800903,11.52800903,11.6067749
10/11/1981,11.55965576,11.64431152,11.55965576,11.55965576,11.64431152
10/12/1981,11.44918213,11.51830444,11.44918213,11.44918213,11.51830444
10/13/1981,11.93340454,12.07827148,11.93340454,11.93340454,12.07827148
10/14/1981,12.08944092,12.25792847,12.08944092,12.08944092,12.25792847
10/15/1981,11.71279297,11.82415161,11.71279297,11.71279297,11.82415161
10/16/1981,11.82232056,11.95354614,11.82232056,11.82232056,11.95354614
10/17/1981,11.82583008,11.95714722,11.82583008,11.82583008,11.95714722
10/18/1981,12.31987915,12.5284668,12.31987915,12.31987915,12.5284668
10/19/1981,11.71837769,11.83458862,11.71837769,11.71837769,11.83458862
10/20/1981,11.96645508,12.12200317,11.96645508,11.96645508,12.12200317
10/21/1981,11.58138428,11.67699585,11.58138428,11.58138428,11.67699585
10/22/1981,12.20824585,12.40166626,12.20824585,12.20824585,12.40166626
10/23/1981,11.64608154,11.75319824,11.64608154,11.64608154,11.75319824
10/24/1981,11.76137695,11.88729248,11.76137695,11.76137695,11.88729248
10/25/1981,11.82885132,11.96471558,11.82885132,11.82885132,11.96471558
10/26/1981,11.80779419,11.94091187,11.80779419,11.80779419,11.94091187
10/27/1981,11.93288574,12.08635864,11.93288574,11.93288574,12.08635864
10/28/1981,12.21276245,12.4079834,12.21276245,12.21276245,12.4079834
10/29/1981,11.393396,11.46309814,11.393396,11.393396,11.46309814
10/30/1981,11.6133667,11.71755371,11.6133667,11.6133667,11.71755371
10/31/1981,11.66610107,11.777948,11.66610107,11.66610107,11.777948
11/1/1981,11.6100708,11.71328125,11.6100708,11.6100708,11.71328125
11/2/1981,11.1512085,11.18407593,11.1512085,11.1512085,11.18407593
11/3/1981,11.36623535,11.43184814,11.36623535,11.36623535,11.43184814
11/4/1981,11.15911255,11.19127808,11.15911255,11.15911255,11.19127808
11/5/1981,11.42196045,11.49672852,11.42196045,11.42196045,11.49672852
11/6/1981,11.58291016,11.68203125,11.58291016,11.58291016,11.68203125
11/7/1981,11.90212402,12.04906616,11.90212402,11.90212402,12.04906616
11/8/1981,11.68920288,11.80379639,11.68920288,11.68920288,11.80379639
11/9/1981,11.77230225,11.89827881,11.77230225,11.77230225,11.89827881
11/10/1981,11.36260376,11.42485962,11.36260376,11.36260376,11.42485962
11/11/1981,11.53917847,11.62819824,11.53917847,11.53917847,11.62819824
11/12/1981,12.0881897,12.26201782,12.0881897,12.0881897,12.26201782
11/13/1981,11.67852173,11.7895752,11.67852173,11.67852173,11.7895752
11/14/1981,11.5303894,11.61715088,11.5303894,11.5303894,11.61715088
11/15/1981,11.4855896,11.56398926,11.4855896,11.4855896,11.56398926
11/16/1981,11.47927246,11.55721436,11.47927246,11.47927246,11.55721436
11/17/1981,11.41478882,11.48131714,11.41478882,11.41478882,11.48131714
11/18/1981,11.43395386,11.50292358,11.43395386,11.43395386,11.50292358
11/19/1981,11.78405151,11.9041687,11.78405151,11.78405151,11.9041687
11/20/1981,11.70888672,11.81789551,11.70888672,11.70888672,11.81789551
11/21/1981,11.77721558,11.8953186,11.77721558,11.77721558,11.8953186
11/22/1981,11.81112061,11.93398438,11.81112061,11.81112061,11.93398438
11/23/1981,11.34325562,11.39244995,11.34325562,11.34325562,11.39244995
11/24/1981,11.63295898,11.72637329,11.63295898,11.63295898,11.72637329
11/25/1981,11.08779297,11.09505615,11.08779297,11.08779297,11.09505615
11/26/1981,11.44143066,11.50185547,11.44143066,11.44143066,11.50185547
11/27/1981,11.57372437,11.65410767,11.57372437,11.57372437,11.65410767
11/28/1981,11.48601685,11.54992065,11.48601685,11.48601685,11.54992065
11/29/1981,11.13622437,11.1456543,11.13622437,11.13622437,11.1456543
11/30/1981,11.85387573,11.97362671,11.85387573,11.85387573,11.97362671
12/1/1981,11.07259521,11.06878052,11.07259521,11.07259521,11.06878052
12/2/1981,11.20488892,11.22103271,11.20488892,11.20488892,11.22103271
12/3/1981,11.50087891,11.56078491,11.50087891,11.50087891,11.56078491
12/4/1981,12.15459595,12.3149353,12.15459595,12.15459595,12.3149353
12/5/1981,11.94970093,12.0744873,11.94970093,11.94970093,12.0744873
12/6/1981,11.21621094,11.22728882,11.21621094,11.21621094,11.22728882
12/7/1981,11.51223145,11.56704102,11.51223145,11.51223145,11.56704102
12/8/1981,11.49694214,11.54888306,11.49694214,11.49694214,11.54888306
12/9/1981,11.17397461,11.17312012,11.17397461,11.17397461,11.17312012
12/10/1981,11.42571411,11.46178589,11.42571411,11.42571411,11.46178589
12/11/1981,11.38582764,11.41524658,11.38582764,11.38582764,11.41524658
12/12/1981,11.42110596,11.45305786,11.42110596,11.42110596,11.45305786
12/13/1981,11.29000244,11.29876099,11.29000244,11.29000244,11.29876099
12/14/1981,11.83687744,11.928125,11.83687744,11.83687744,11.928125
12/15/1981,11.46334229,11.49544678,11.46334229,11.46334229,11.49544678
12/16/1981,11.79378662,11.87496338,11.79378662,11.79378662,11.87496338
12/17/1981,11.69625244,11.76040039,11.69625244,11.69625244,11.76040039
12/18/1981,11.40282593,11.41872559,11.40282593,11.40282593,11.41872559
12/19/1981,11.72341309,11.78783569,11.72341309,11.72341309,11.78783569
12/20/1981,11.71035156,11.76983032,11.71035156,11.71035156,11.76983032
12/21/1981,11.82927856,11.90514526,11.82927856,11.82927856,11.90514526
12/22/1981,11.89986572,11.98369751,11.89986572,11.89986572,11.98369751
12/23/1981,11.34484253,11.34102783,11.34484253,11.34484253,11.34102783
12/24/1981,11.41542969,11.41954956,11.41542969,11.41542969,11.41954956
12/25/1981,11.55401001,11.57854614,11.55401001,11.55401001,11.57854614
12/26/1981,11.56557617,11.58895264,11.56557617,11.56557617,11.58895264
12/27/1981,11.82360229,11.88338623,11.82360229,11.82360229,11.88338623
12/28/1981,11.83513794,11.89473877,11.83513794,11.83513794,11.89473877
12/29/1981,11.70809326,11.74614868,11.70809326,11.70809326,11.74614868
12/30/1981,11.77376709,11.81899414,11.77376709,11.77376709,11.81899414
12/31/1981,12.19005737,12.29613647,12.19005737,12.19005737,12.29613647
1/1/1982,12.27453003,12.39168701,12.27453003,12.27453003,12.39168701
1/2/1982,11.90731201,11.96581421,11.90731201,11.90731201,11.96581421
1/3/1982,11.9989563,12.06716309,11.9989563,11.9989563,12.06716309
1/4/1982,11.99981079,12.06716309,11.99981079,11.99981079,12.06716309
1/5/1982,12.07531128,12.1513916,12.07531128,12.07531128,12.1513916
1/6/1982,11.34951172,11.31109009,11.34951172,11.34951172,11.31109009
1/7/1982,11.4840332,11.46343384,11.4840332,11.4840332,11.46343384
1/8/1982,11.23134766,11.16826782,11.23134766,11.23134766,11.16826782
1/9/1982,11.61589966,11.61119995,11.61589966,11.61589966,11.61119995
1/10/1982,11.85018311,11.87728271,11.85018311,11.85018311,11.87728271
1/11/1982,11.55324707,11.53099976,11.55324707,11.55324707,11.53099976
1/12/1982,11.99273071,12.03640137,11.99273071,11.99273071,12.03640137
